Categoria;EAN;Marca;Producto;Precio;Supermercado;Enlace;Imagen;Archivo_Imagen
Despensa;"=""7802810002228""";Sin Marca;Aceite De Maravilla Chef 5Lt;20990;Eltit;https://super.eltit.cl/products/aceite-maravilla-chef-5lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/71a55d94/859574-7802810002228.jpg;7802810002228.jpg
Despensa;"=""7802810002310""";Sin Marca;Aceite De Oliva Extra Virgen Chef 500 Ml;9490;Eltit;https://super.eltit.cl/products/aceite-oliva-e-virgen-chef-500ml-301312;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/fd43e71c/854712-aceite-de-oliva-extra-virgen-500ml-chef.jpg;7802810002310.jpg
Despensa;"=""7802810005502""";Sin Marca;Aceite Para Freir Belmont 1Lt;5490;Eltit;https://super.eltit.cl/products/aceite-belmont-1lt-freir-301226;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d83f9188/854457-676818.jpg;7802810005502.jpg
Despensa;"=""7802810005601""";Sin Marca;Aceite De Maíz Mazola 1Lt;5590;Eltit;https://super.eltit.cl/products/aceite-mazola-1lt-maiz-301235;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/96d13cda/878444-aceite_mazola_.jpg;7802810005601.jpg
Despensa;"=""7802810005618""";Sin Marca;Aceite De Canola Mazola 1Lt;4790;Eltit;https://super.eltit.cl/products/aceite-mazola-1lt-canola-301236;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cf041183/878416-Aceite_mazola1.jpg;7802810005618.jpg
Snacks y Galletas;"=""7802810005946""";Sin Marca;Dulce Ciruela Watts 500Gr;1999;Eltit;https://super.eltit.cl/products/dulce-watts-500gr-ciruela-303429;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cc47cc9e/855423-dulce-de-ciruela-watts.jpg;7802810005946.jpg
Snacks y Galletas;"=""7802810006202""";Sin Marca;Mermelada Mora 0% Azúcar Watts 200Gr;1499;Eltit;https://super.eltit.cl/products/mermelada-watts-200gr-s-a-mor-303268;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/42dc22de/1006073-7802810006202.JPG;7802810006202.jpg
Lácteos y Quesos;"=""7802810006837""";Sin Marca;Manteca Pan Astra 200Gr;2099;Eltit;https://super.eltit.cl/products/manteca-astra-200gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/eff6ca99/854342-7802810006837-1.jpg;7802810006837.jpg
Bebidas y Licores;"=""7802810008572""";Sin Marca;Néctar Selección Guayaba Watts 1Lt;3190;Eltit;https://super.eltit.cl/products/nectar-watts-selec-1lt-guay-305712;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/43b03c13/1067905-guayaba.JPG;7802810008572.jpg
Bebidas y Licores;"=""7802810008589""";Sin Marca;Néctar Selección Frambuesa Watts 1Lt;2190;Eltit;https://super.eltit.cl/products/nectar-watts-selec-1lt-fram;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/df5abd96/1067913-frambuesa.JPG;7802810008589.jpg
Bebidas y Licores;"=""7802810008602""";Sin Marca;Néctar Selección Mango Maracuyá Watts 1Lt;2790;Eltit;https://super.eltit.cl/products/nectar-watts-selec-1lt-man-ma-305715;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/19035653/1067906-mango_maracuya_seleccion.JPG;7802810008602.jpg
Despensa;"=""7802810008794""";Sin Marca;Aceite De Oliva Extra Virgen Chef 1Lt;17490;Eltit;https://super.eltit.cl/products/aceite-oliva-e-virgen-chef-1lt-301132;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cf2f9acb/854000-7802810008794-2.jpg;7802810008794.jpg
Bebidas y Licores;"=""7802810008817""";Sin Marca;Pack Néctar Durazno Watts 200Ml 6 Unidades;2099;Eltit;https://super.eltit.cl/products/nectar-watts-200-durazno;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/0b925a5f/1068107-pack_durazno.JPG;7802810008817.jpg
Bebidas y Licores;"=""7802810008824""";Sin Marca;Pack Néctar Manzana Watts 200Ml 6 Unidades;2099;Eltit;https://super.eltit.cl/products/nectar-watts-200-manzana;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/361fea25/1068046-pack_manzana.JPG;7802810008824.jpg
Bebidas y Licores;"=""7802810008831""";Sin Marca;Pack Néctar Naranja Watts 200Ml 6 Unidades;2099;Eltit;https://super.eltit.cl/products/nectar-watts-200-naranja;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/af9460e4/1068044-pack_naranja_200.JPG;7802810008831.jpg
Lácteos y Quesos;"=""7802810008855""";Sin Marca;Margarina Light Calo 450Gr;2390;Eltit;https://super.eltit.cl/products/margarina-calo-500gr-10-pot-lg;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d06f6d68/1016300-7802810008855.JPG;7802810008855.jpg
Lácteos y Quesos;"=""7802810008886""";Sin Marca;Margarina Calo 900Gr;4690;Eltit;https://super.eltit.cl/products/margarina-calo-1kg;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/ff4a838d/1016303-7802810008886.JPG;7802810008886.jpg
Lácteos y Quesos;"=""7802810008893""";Sin Marca;Margarina Calo 450Gr;2390;Eltit;https://super.eltit.cl/products/margarina-calo-500gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4c025dd7/1016299-7802810008893.JPG;7802810008893.jpg
Bebidas y Licores;"=""7802810009098""";Sin Marca;Pack Néctar Naranja 0% Azúcar Watts 200Ml 6 Unidades;2099;Eltit;https://super.eltit.cl/products/nectar-watts-200-lg-naranja;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b9bb9f7a/1068039-pack_naranja.JPG;7802810009098.jpg
Despensa;"=""7802810009586""";Sin Marca;Aceite Vegetal Cristal 900Ml;2690;Eltit;https://super.eltit.cl/products/aceite-cristal-900ml-vegetal-301162;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/79b2d347/858611-aceite-cristal-900ml.jpg;7802810009586.jpg
Lácteos y Quesos;"=""7802810009814""";Sin Marca;Manteca Panadera Crucina 1Kg;2990;Eltit;https://super.eltit.cl/products/manteca-crucina-1kl-veg-panad;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f0783bfc/854074-7802810009814.jpg;7802810009814.jpg
Bebidas y Licores;"=""7802810010292""";Sin Marca;Néctar Selección Frambuesa Watts 1.6Lt;4690;Eltit;https://super.eltit.cl/products/nectar-watts-selec-1-75-frambueza;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/27f90ccd/1068158-sleccion_frambuesa.JPG;7802810010292.jpg
Bebidas y Licores;"=""7802810010308""";Sin Marca;Néctar Selección Mango Maracuyá Watts 1.6Lt;4990;Eltit;https://super.eltit.cl/products/nectar-watts-selec-1-75-mgo-marac;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/79fb45fa/1068157-seleccion_mango_maracuya.JPG;7802810010308.jpg
Lácteos y Quesos;"=""7802810010414""";Sin Marca;Margarina Mix Con Mantequilla Sureña 450Gr;3490;Eltit;https://super.eltit.cl/products/margarina-suena-500gr-pote-mix;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/2405aa89/1016301-7802810010414.JPG;7802810010414.jpg
Bebidas y Licores;"=""7802810010759""";Sin Marca;Jugo Frutilla Frugo 1.75Lt;1690;Eltit;https://super.eltit.cl/products/jugo-frugo-1-75lt-frutilla;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/5d882af2/857548-Screenshot_27-2.png;7802810010759.jpg
Bebidas y Licores;"=""7802810010780""";Sin Marca;Jugo Naranja Frugo 1.75Lt;1690;Eltit;https://super.eltit.cl/products/jugo-frugo-1-75lt-naranja;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c2e60ef3/859849-Screenshot_28-2.png;7802810010780.jpg
Bebidas y Licores;"=""7802810010797""";Sin Marca;Jugo Frutilla Frugo 1.75Lt;2090;Eltit;https://super.eltit.cl/products/jugo-frugo-berries-175-lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/005ea9ce/1067901-fresa.JPG;7802810010797.jpg
Bebidas y Licores;"=""7802810010803""";Sin Marca;Jugo Maracuyá Frugo 1.75Lt;1690;Eltit;https://super.eltit.cl/products/jugo-frugo-maracuya-175-lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/0557a913/1067900-maracuya.JPG;7802810010803.jpg
Bebidas y Jugos;"=""7802810010926""";Cugat;Néctar Watts Sabor Manzana Light, Pack 6 Unid. X 200Cc.;2190;Cugat;https://cugat.cl/producto/nectar-watts-manzana-lg-200-cc-x-6-unidades/;https://cugat.cl/wp-content/uploads/2023/02/manzanalig200mlwatts-247x296.webp;7802810010926.jpg
Bebidas y Licores;"=""7802810010933""";Sin Marca;Pack Néctar Piña Watts 200Ml 6 Unidades;2099;Eltit;https://super.eltit.cl/products/nectar-watts-200-ml-pina;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1c5da003/1067899-pack_pi%C3%B1a.JPG;7802810010933.jpg
Lácteos y Quesos;"=""7802810011206""";Sin Marca;Probiótico Pack 6 Unidades Sabor Calan 540 Ml;2490;Eltit;https://super.eltit.cl/products/probiotico-mora-calan-6-unidades-90ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1cbefd32/871696-Probioticos_calan_mora.jpg;7802810011206.jpg
Bebidas y Licores;"=""7802810011220""";Sin Marca;Néctar Piña Con Agua De Coco Watts Selección 1.6Lt;4990;Eltit;https://super.eltit.cl/products/nectar-pina-con-agua-de-coco-watts-seleccion-1-75lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/8c1ffac3/1068164-seleccion_pi%C3%B1a_con_agua_de_coco.JPG;7802810011220.jpg
Lácteos y Quesos;"=""7802810011237""";Sin Marca;Margarina Mix Con Mantequilla Calo 350Gr;2390;Eltit;https://super.eltit.cl/products/margarina-mix-con-mantequilla-calo-350gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cdba0b4a/1016298-7802810011237.JPG;7802810011237.jpg
